"text","post_text","shared_text","time","video_id","likes","comments","shares"
"In this commercial, see how The New York Times shines a light on women’s rights around the world http://nyti.ms/2EYTumZ","In this commercial, see how The New York Times shines a light on women’s rights around the world http://nyti.ms/2EYTumZ","","2018-03-08 16:07:16",10151510432905000,409,13,105
"We obtained satellite images that show how lakeshore villages in the Democratic Republic of Congo have been destroyed in recent attacks, forcing 140,000 people to flee their homes.","We obtained satellite images that show how lakeshore villages in the Democratic Republic of Congo have been destroyed in recent attacks, forcing 140,000 people to flee their homes.","","2018-03-08 15:55:00",1991690327715146,363,55,635
"We’re solving The New York Times crossword puzzle. Assistant puzzles editor Sam Ezersky is here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","We’re solving The New York Times crossword puzzle. Assistant puzzles editor Sam Ezersky is here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","","2018-03-08 13:00:37",10151510235345000,350,2505,75
"Today we're launching ""Overlooked,"" a new series that tells the stories of the remarkable women who never got a New York Times obituary. Amy Padnani, the digital editor for obituaries, will discuss how this idea was conceived and how she wrote about Mary Ewing Outerbridge, the woman who brought tennis to America. Leave your questions in the comments and she will answer some.","Today we're launching ""Overlooked,"" a new series that tells the stories of the remarkable women who never got a New York Times obituary. Amy Padnani, the digital editor for obituaries, will discuss how this idea was conceived and how she wrote about Mary Ewing Outerbridge, the woman who brought tennis to America. Leave your questions in the comments and she will answer some.","","2018-03-08 11:00:19",10151510130575000,868,82,241
"Florida lawmakers passed a gun control and school safety bill in defiance of the NRA. The bill, now headed to the governor’s desk, seeks to ban bump stocks, raise the minimum age to buy a gun and allow school employees to carry guns on campus.","Florida lawmakers passed a gun control and school safety bill in defiance of the NRA. The bill, now headed to the governor’s desk, seeks to ban bump stocks, raise the minimum age to buy a gun and allow school employees to carry guns on campus.","","2018-03-07 23:01:00",1991325674418278,1466,279,155
"What are the experiences of families that adopt across racial and ethnic lines? We asked our readers and scores responded. Join our live chat with 2 women of color who were adopted as infants by white parents. Margaret Pendergast, an elementary school teacher in New York, was born in Honduras. Nicole Eigbrett, a legislative staffer in Massachusetts, was born in China. NYT writers Rachel Swarns and John Eligon will take your questions, and Margaret and Nicole will answer some. Subscribe to our Race/Related newsletter: http://nyti.ms/2q4eJP0","What are the experiences of families that adopt across racial and ethnic lines? We asked our readers and scores responded. Join our live chat with 2 women of color who were adopted as infants by white parents. Margaret Pendergast, an elementary school teacher in New York, was born in Honduras. Nicole Eigbrett, a legislative staffer in Massachusetts, was born in China. NYT writers Rachel Swarns and John Eligon will take your questions, and Margaret and Nicole will answer some. Subscribe to our Race/Related newsletter: http://nyti.ms/2q4eJP0","","2018-03-07 21:17:20",10151509554770000,605,215,215
"Several times across more than two decades, negotiations between the United States and North Korea have appeared successful. Each time, the agreement fell apart.","Several times across more than two decades, negotiations between the United States and North Korea have appeared successful. Each time, the agreement fell apart.","","2018-03-07 11:10:00",1991080921109420,405,78,158
"Gary Cohn, President Trump’s top economic adviser, plans to resign. He opposed the president’s plan to impose tariffs on steel and aluminum imports.","Gary Cohn, President Trump’s top economic adviser, plans to resign. He opposed the president’s plan to impose tariffs on steel and aluminum imports.","","2018-03-06 21:35:00",1990753177808861,535,276,143
"If you didn’t know of Sam Nunberg, that likely changed after his onslaught of media appearances on Monday, when he said the special counsel had subpoenaed him.","If you didn’t know of Sam Nunberg, that likely changed after his onslaught of media appearances on Monday, when he said the special counsel had subpoenaed him.","","2018-03-06 20:55:00",1990724041145108,292,72,48
"Join The New York Times Books for live art with Pénélope Bagieu as she draws and talks about her new book ""Brazen,"" a series of biographies of women throughout history who broke the mold and did their own thing.

The New York Times Books was live — at The New York Times.
March 6, 2018 at 11:00 AM ·

Join us for live art with Pénélope Bagieu as she draws and talks about her new book ""Brazen,"" a series of biographies of women throughout history who broke the mold and did their own thing.","Join The New York Times Books for live art with Pénélope Bagieu as she draws and talks about her new book ""Brazen,"" a series of biographies of women throughout history who broke the mold and did their own thing.","The New York Times Books was live — at The New York Times.
March 6, 2018 at 11:00 AM ·

Join us for live art with Pénélope Bagieu as she draws and talks about her new book ""Brazen,"" a series of biographies of women throughout history who broke the mold and did their own thing.","2018-03-06 14:01:36",1817480604949105,125,4,31
"Here's how the Donald J. Trump administration is selling the decision to impose tariffs on steel and aluminum despite strong Republican pushback.","Here's how the Donald J. Trump administration is selling the decision to impose tariffs on steel and aluminum despite strong Republican pushback.","","2018-03-06 09:40:00",1990523947831784,396,229,200
"A workman pried off the silver T-R-U-M-P name from the Trump International Hotel in Panama after a dispute between the Trump Organization and the hotel's majority owner.

The owner then strode to the lobby’s baby grand piano and played a song about the fight against fascism.","A workman pried off the silver T-R-U-M-P name from the Trump International Hotel in Panama after a dispute between the Trump Organization and the hotel's majority owner.

The owner then strode to the lobby’s baby grand piano and played a song about the fight against fascism.","","2018-03-05 20:55:00",1990278391189673,14179,1068,3378
"Join us for a performance by and conversation with Ben Harper and Charlie Musselwhite, musicians who have teamed up on their new album “No Mercy in This Land.” Their last collaboration, ""Get Up!,"" won a Grammy for Best Blues Album in 2014.","Join us for a performance by and conversation with Ben Harper and Charlie Musselwhite, musicians who have teamed up on their new album “No Mercy in This Land.” Their last collaboration, ""Get Up!,"" won a Grammy for Best Blues Album in 2014.","","2018-03-05 19:03:37",10151507299890000,1174,523,594
"Ben Carson’s tenure at the Department of Housing and Urban Development hasn’t been a walk in the park, but is it really harder than brain surgery? That’s what he says.","Ben Carson’s tenure at the Department of Housing and Urban Development hasn’t been a walk in the park, but is it really harder than brain surgery? That’s what he says.","","2018-03-05 18:25:00",1990217964529049,279,212,122
"After a year in Hollywood marked by the #MeToo movement and Time's Up, this year's Academy Awards were dominated by calls for more diversity and inclusivity for women, people of color, immigrants and minorities.","After a year in Hollywood marked by the #MeToo movement and Time's Up, this year's Academy Awards were dominated by calls for more diversity and inclusivity for women, people of color, immigrants and minorities.","","2018-03-05 13:10:00",1990128257871353,4315,187,494
"In January, Turkey launched an offensive into Syria's northwest. We analyzed drone footage released by the military to show how 2 sides fight on a modern battlefield.","In January, Turkey launched an offensive into Syria's northwest. We analyzed drone footage released by the military to show how 2 sides fight on a modern battlefield.","","2018-03-04 15:10:00",1989716597912519,8590,1094,3398
"Homemade doughnuts? 100% worth it.

Get the Alison Roman recipe: http://nyti.ms/2CU0zmq","Homemade doughnuts? 100% worth it.

Get the Alison Roman recipe: http://nyti.ms/2CU0zmq","","2018-03-04 11:01:37",1804341389610320,2362,728,883
"Here’s a look at how AR-15-style rifles and other firearms are marketed.","Here’s a look at how AR-15-style rifles and other firearms are marketed.","","2018-03-02 17:10:00",1988889167995262,1084,577,857
"Jennifer Lawrence turns an embassy event steamy in this scene from ""Red Sparrow.""","Jennifer Lawrence turns an embassy event steamy in this scene from ""Red Sparrow.""","","2018-03-02 10:40:00",1988750861342426,909,82,104
"Soon after China’s Communist Party announced a plan to end presidential term limits, its censors and propaganda machine kicked into high gear. Here’s how it unfolded.","Soon after China’s Communist Party announced a plan to end presidential term limits, its censors and propaganda machine kicked into high gear. Here’s how it unfolded.","","2018-03-01 16:40:00",1988318238052355,508,121,278
"Lemon, rosemary and smoked paprika transform run-of-the-mill roasted potatoes into something truly special.

Get the Alison Roman recipe: http://nyti.ms/2CPXT9u","Lemon, rosemary and smoked paprika transform run-of-the-mill roasted potatoes into something truly special.

Get the Alison Roman recipe: http://nyti.ms/2CPXT9u","","2018-03-01 16:25:00",1801204926590633,3945,599,1401
"We're at the The Metropolitan Opera to hear the current production of Rossini's ""Semiramide."" Listen to the soprano Angela Meade with pianist Dan Saunders, and leave your questions for her in the comments; The New York Times reporter Josh Barone will ask some.","We're at the The Metropolitan Opera to hear the current production of Rossini's ""Semiramide."" Listen to the soprano Angela Meade with pianist Dan Saunders, and leave your questions for her in the comments; The New York Times reporter Josh Barone will ask some.","","2018-03-01 15:39:32",10151503385020000,613,392,204
"We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments.","We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments.","","2018-03-01 13:00:05",10151503191985000,326,1595,79
"“Ballerinas never crash,” said the New York City Ballet dancer Lauren Lovette. But, she added, “I love falling to the floor. That’s not a thing you do.”

More about her dance in our weekly Instagram series, #SpeakingInDance: http://bit.ly/2GTBlXB

Video: Mohamed Sadek for The New York Times","“Ballerinas never crash,” said the New York City Ballet dancer Lauren Lovette. But, she added, “I love falling to the floor. That’s not a thing you do.”

More about her dance in our weekly Instagram series, #SpeakingInDance: http://bit.ly/2GTBlXB

Video: Mohamed Sadek for The New York Times","","2018-03-01 00:25:00",10151502237315000,8157,430,1928
"President Trump expressed support for a “comprehensive” gun bill that would include stronger background checks and temporarily take guns away from high-risk individuals.","President Trump expressed support for a “comprehensive” gun bill that would include stronger background checks and temporarily take guns away from high-risk individuals.","","2018-02-28 21:55:00",1987983684752477,4472,1181,1827
"Are the Oscars still ""so white,"" or have things finally changed in Hollywood? We've seen some progress for black artists, but representation still lags for Latino and Asian actors. Join our live chat about race, ethnicity and the Academy Awards with Ricardo Lopez, who writes about diversity in movies for Variety, and Alex Nogales, president of the nhmc.org. The New York Times writers Rachel Swarns and John Eligon will take your questions and our guests will answer some. Subscribe to our Race/Related newsletter: http://nyti.ms/1Naa9FX","Are the Oscars still ""so white,"" or have things finally changed in Hollywood? We've seen some progress for black artists, but representation still lags for Latino and Asian actors. Join our live chat about race, ethnicity and the Academy Awards with Ricardo Lopez, who writes about diversity in movies for Variety, and Alex Nogales, president of the nhmc.org. The New York Times writers Rachel Swarns and John Eligon will take your questions and our guests will answer some. Subscribe to our Race/Related newsletter: http://nyti.ms/1Naa9FX","","2018-02-28 21:00:14",10151502525535000,141,112,39
"Hope Hicks, one of President Trump’s longest-serving advisers, said she plans to resign.","Hope Hicks, one of President Trump’s longest-serving advisers, said she plans to resign.","","2018-02-28 20:55:00",1987975714753274,1523,383,234
"The weather front traveled across Europe from Siberia, bringing snow, ice, transportation gridlock and, for some, joy.","The weather front traveled across Europe from Siberia, bringing snow, ice, transportation gridlock and, for some, joy.","","2018-02-28 18:55:00",1987942131423299,2498,244,871
"The truth about your national identity? It’s made up.","The truth about your national identity? It’s made up.","","2018-02-28 16:10:00",1987884694762376,24557,1950,31330
"Trivia time! How well have you been following the news this month? Take this quiz with The New York Times Opinion Section columnist Frank Bruni. Leave your guesses in the comments; we'll be keeping score and naming winners.

The New York Times Opinion Section was live.
February 28, 2018 at 1:03 PM ·

Trivia time! How well have you been following the news this month? Take this quiz with The New York Times Opinion Section columnist Frank Bruni. Leave your guesses in the comments; we'll be keeping score and naming winners.","Trivia time! How well have you been following the news this month? Take this quiz with The New York Times Opinion Section columnist Frank Bruni. Leave your guesses in the comments; we'll be keeping score and naming winners.","The New York Times Opinion Section was live.
February 28, 2018 at 1:03 PM ·

Trivia time! How well have you been following the news this month? Take this quiz with The New York Times Opinion Section columnist Frank Bruni. Leave your guesses in the comments; we'll be keeping score and naming winners.","2018-02-28 16:04:57",2086612074687071,15,22,5
"Most Americans want more gun control. Why doesn't it happen?","Most Americans want more gun control. Why doesn't it happen?","","2018-02-28 12:36:53",1987821781435334,1979,543,502
"Here's how New York's trains went from state of the art ... to state of emergency: http://nyti.ms/2CJEsiE","Here's how New York's trains went from state of the art ... to state of emergency: http://nyti.ms/2CJEsiE","","2018-02-28 08:10:00",1986953568188822,1126,124,411
"The U.N. secretary general, António Guterres, urged that the resolution for a cease-fire in Syria, adopted by the Security Council over the weekend, be implemented and enforced.","The U.N. secretary general, António Guterres, urged that the resolution for a cease-fire in Syria, adopted by the Security Council over the weekend, be implemented and enforced.","","2018-02-27 00:55:00",1987027798181399,392,76,229
"Catie didn't think she could have kids — until she got unexpectedly pregnant. Her sister dreamed of being a mom, but at age 30, she had no eggs.","Catie didn't think she could have kids — until she got unexpectedly pregnant. Her sister dreamed of being a mom, but at age 30, she had no eggs.","","2018-02-26 22:25:01",1987022221515290,552,25,103
"The Danish String Quartet is currently on a U.S. tour and we're with them for a concert preview and conversation about classical and modern chamber music. Leave your questions for them in the comments, and The New York Times reporterJosh Barone will ask some.","The Danish String Quartet is currently on a U.S. tour and we're with them for a concert preview and conversation about classical and modern chamber music. Leave your questions for them in the comments, and The New York Times reporterJosh Barone will ask some.","","2018-02-26 16:05:33",10151500045190000,675,267,257
"FACT: Eggs, bacon and hash browns taste better when eaten while wearing pajamas.

Get the Alison Roman recipe for a classic diner breakfast: http://nyti.ms/2EOTQMu","FACT: Eggs, bacon and hash browns taste better when eaten while wearing pajamas.

Get the Alison Roman recipe for a classic diner breakfast: http://nyti.ms/2EOTQMu","","2018-02-26 10:44:27",1797415293636263,1805,415,376
"Meehyun Lee was born in South Korea and adopted by a family in Pennsylvania when she was just 1. She returned to compete for South Korea in the Olympics, hoping her birth parents might be watching.","Meehyun Lee was born in South Korea and adopted by a family in Pennsylvania when she was just 1. She returned to compete for South Korea in the Olympics, hoping her birth parents might be watching.","","2018-02-26 02:55:00",1986448314906014,4972,131,859
"A barber gave a model a flat-top during a competition at the Bronner Bros. International Beauty Show in Atlanta.

See photos from the largest multicultural beauty trade show in the world: http://nyti.ms/2otULem

Video: Malin Fezehai/The New York Times","A barber gave a model a flat-top during a competition at the Bronner Bros. International Beauty Show in Atlanta.

See photos from the largest multicultural beauty trade show in the world: http://nyti.ms/2otULem

Video: Malin Fezehai/The New York Times","","2018-02-25 18:55:00",10151496433615000,873,91,66
"A hair stylist braiding at the Bronner Bros. International Beauty Show in Atlanta.

See photos from the largest multicultural beauty trade show in the world: http://nyti.ms/2otULem

Video: Malin Fezehai/The New York Times","A hair stylist braiding at the Bronner Bros. International Beauty Show in Atlanta.

See photos from the largest multicultural beauty trade show in the world: http://nyti.ms/2otULem

Video: Malin Fezehai/The New York Times","","2018-02-24 18:55:00",10151496422145000,483,50,55
"“Are you next?” reads a placard in a glass display case in Seoul’s Gwacheon ice rink, where the next generation of Korean speedskaters take the ice each day, all dreaming of bringing home a medal in the country’s most popular winter sport. http://nyti.ms/2FspEYH","“Are you next?” reads a placard in a glass display case in Seoul’s Gwacheon ice rink, where the next generation of Korean speedskaters take the ice each day, all dreaming of bringing home a medal in the country’s most popular winter sport. http://nyti.ms/2FspEYH","","2018-02-24 17:40:00",1985855268298652,219,8,29
"Special Report: Climate change is pushing seas ever higher, threatening coastal areas worldwide. The American epicenter is south Louisiana.

The New York Times and NOLA.com collaborated to bring attention to the ecological crisis facing this vulnerable and vital region. Explore our 3-part special report: http://nyti.ms/2EPM7lj","Special Report: Climate change is pushing seas ever higher, threatening coastal areas worldwide. The American epicenter is south Louisiana.

The New York Times and NOLA.com collaborated to bring attention to the ecological crisis facing this vulnerable and vital region. Explore our 3-part special report: http://nyti.ms/2EPM7lj","","2018-02-24 15:25:00",10151497611055000,857,209,698
"The protests calling for stricter gun control measures come on the heels of other youth movements, but the momentum they have gained makes them stand out.","The protests calling for stricter gun control measures come on the heels of other youth movements, but the momentum they have gained makes them stand out.","","2018-02-24 14:10:00",1986056974945148,13089,495,2329
"In Marvel's ""Black Panther,"" the costume designer Ruth E. Carter draws on traditional African influences to look toward the future.","In Marvel's ""Black Panther,"" the costume designer Ruth E. Carter draws on traditional African influences to look toward the future.","","2018-02-24 10:40:00",1985576071659905,2266,108,450
"“Are you next?” reads a placard in a glass display case in Seoul’s Gwacheon ice rink, where the next generation of Korean speedskaters take the ice each day, all dreaming of bringing home a medal in the country’s most popular winter sport.","“Are you next?” reads a placard in a glass display case in Seoul’s Gwacheon ice rink, where the next generation of Korean speedskaters take the ice each day, all dreaming of bringing home a medal in the country’s most popular winter sport.","","2018-02-24 08:55:00",1985638724986973,188,9,49
"In this scene from ""Annihilation,"" the director Alex Garland discusses the strange mutations of animals and plants found in these uncommon woods.","In this scene from ""Annihilation,"" the director Alex Garland discusses the strange mutations of animals and plants found in these uncommon woods.","","2018-02-24 00:40:00",1985548801662632,2121,92,275
"""A teacher would've shot the hell out of him before he knew what happened,"" President Trump said, reiterating his support for arming teachers during a speech to the Conservative Political Action Conference.","""A teacher would've shot the hell out of him before he knew what happened,"" President Trump said, reiterating his support for arming teachers during a speech to the Conservative Political Action Conference.","","2018-02-23 18:55:00",1985646158319563,2517,10658,4473
"In 1966, Charles Whitman opened fire on the University of Texas campus. Since then, the images of school shootings across America are eerily similar.","In 1966, Charles Whitman opened fire on the University of Texas campus. Since then, the images of school shootings across America are eerily similar.","","2018-02-23 18:40:01",1985534278330751,449,145,415
"From The New York Times Opinion Section: Donald J. Trump's proposal to ban transgender people from the military is an insult to the thousands who are already serving capably, says the former Navy Seal Kristin Beck.","From The New York Times Opinion Section: Donald J. Trump's proposal to ban transgender people from the military is an insult to the thousands who are already serving capably, says the former Navy Seal Kristin Beck.","","2018-02-23 16:40:01",2079869515361327,1407,116,261
"The New York Times Opinion Section's Jim Dao is speaking with Congressman Brian Mast, a Republican from Florida, who said in an Op-Ed today that he supports a ban on the sale of assault weapons. Join the conversation in the comments.

The New York Times Opinion Section was live.
February 23, 2018 at 12:19 PM ·

Congressman Brian Mast, a Republican from Florida, said in an Op-Ed today that he supports a ban on the sale of assault weapons. He is speaking with Jim Dao, Op-Ed editor. Leave your questions for them in the comments.","The New York Times Opinion Section's Jim Dao is speaking with Congressman Brian Mast, a Republican from Florida, who said in an Op-Ed today that he supports a ban on the sale of assault weapons. Join the conversation in the comments.","The New York Times Opinion Section was live.
February 23, 2018 at 12:19 PM ·

Congressman Brian Mast, a Republican from Florida, said in an Op-Ed today that he supports a ban on the sale of assault weapons. He is speaking with Jim Dao, Op-Ed editor. Leave your questions for them in the comments.","2018-02-23 15:21:03",2079891548692457,254,38,34
"In the wake of the Florida shooting, President Trump asked for regulations banning so-called bump stocks. Here's how different firearms and their accessories work.","In the wake of the Florida shooting, President Trump asked for regulations banning so-called bump stocks. Here's how different firearms and their accessories work.","","2018-02-23 11:31:48",1985467305004115,790,167,376
"We're exploring the question, ""How did HBO’s 'The Wire' shape Hollywood as we know it?"" As ""Black Panther"" inspires praise for its depiction of black people, we discuss the TV show that helped diversify the screen with Lance Reddick, an actor on the show, and Jonathan Abrams, an author whose recently released book, “All The Pieces Matter,” looks at the history of ""The Wire."" Leave your questions for our guests in the comments. Subscribe to the Race/Related newsletter: http://nyti.ms/1Naa9FX","We're exploring the question, ""How did HBO’s 'The Wire' shape Hollywood as we know it?"" As ""Black Panther"" inspires praise for its depiction of black people, we discuss the TV show that helped diversify the screen with Lance Reddick, an actor on the show, and Jonathan Abrams, an author whose recently released book, “All The Pieces Matter,” looks at the history of ""The Wire."" Leave your questions for our guests in the comments. Subscribe to the Race/Related newsletter: http://nyti.ms/1Naa9FX","","2018-02-22 21:00:20",10151495647585000,439,237,95
"Wayne LaPierre, the head of the NRA, warned that in the wake of the Florida school shooting, gun rights were under attack.","Wayne LaPierre, the head of the NRA, warned that in the wake of the Florida school shooting, gun rights were under attack.","","2018-02-22 19:55:00",1985099181707594,689,4195,842
"President Trump supported the idea of giving teachers bonuses if they agree to carry guns in the classroom to deter school shootings.","President Trump supported the idea of giving teachers bonuses if they agree to carry guns in the classroom to deter school shootings.","","2018-02-22 18:55:18",1985149105035935,4207,9368,8149
"We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments.","We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments.","","2018-02-22 13:00:09",10151495115010000,188,1303,48
"Matt Damon ""represented every intelligent, nice white male who feels it is their job to comment on the way that women metabolize stuff,"" the British actress Minnie Driver said in a talk about the #MeToo movement.","Matt Damon ""represented every intelligent, nice white male who feels it is their job to comment on the way that women metabolize stuff,"" the British actress Minnie Driver said in a talk about the #MeToo movement.","","2018-02-22 11:10:01",1984903348393844,3668,190,457
"The NRA has a video channel. Guess what it shows?","The NRA has a video channel. Guess what it shows?","","2018-02-22 10:40:00",1984901798393999,532,575,522
"At least 12 people died after a fire ripped through an apartment building in the Bronx on Thursday night. 4 of the dead were children.

Read the full story: http://nyti.ms/2BWOm0Q","At least 12 people died after a fire ripped through an apartment building in the Bronx on Thursday night. 4 of the dead were children.

Read the full story: http://nyti.ms/2BWOm0Q","","2017-12-29 21:55:01",1960603830823796,254,49,52
"How did bombs made in Sardinia, Italy, kill civilians in Yemen? We used drone cameras, Facebook videos and satellite images to investigate the global arms trade.","How did bombs made in Sardinia, Italy, kill civilians in Yemen? We used drone cameras, Facebook videos and satellite images to investigate the global arms trade.","","2017-12-29 20:55:00",1960563760827803,2218,374,2404
"Parents reveal their struggles with telling their black sons that they may be targets of racial profiling by the police.

This was one of our most-viewed videos on Facebook this year.","Parents reveal their struggles with telling their black sons that they may be targets of racial profiling by the police.

This was one of our most-viewed videos on Facebook this year.","","2017-12-29 11:36:15",210821292796061,1427,81,752
"Here's a closer look at how President Trump’s unpredictable approach to foreign policy plays out on the global stage. http://nyti.ms/2EdHuxA.","Here's a closer look at how President Trump’s unpredictable approach to foreign policy plays out on the global stage. http://nyti.ms/2EdHuxA.","","2017-12-29 10:34:59",1960417394175773,477,306,130
"Here’s how Mickey Mouse, SpongeBob SquarePants, Chuck Norris and Bugs Bunny made a difference in the Alabama Senate race.","Here’s how Mickey Mouse, SpongeBob SquarePants, Chuck Norris and Bugs Bunny made a difference in the Alabama Senate race.","","2017-12-29 00:25:01",1960093340874845,585,36,111
"Since 1990, the number of obese adults in Australia has tripled. Can a region built on the sugar industry turn down the sweets?","Since 1990, the number of obese adults in Australia has tripled. Can a region built on the sugar industry turn down the sweets?","","2017-12-28 20:25:23",1960156050868574,360,75,189
"In Mackay, people like sugar. They’re also suffering from an obesity epidemic, which has health experts insisting that a government intervention is needed. http://nyti.ms/2lnS5x9","In Mackay, people like sugar. They’re also suffering from an obesity epidemic, which has health experts insisting that a government intervention is needed. http://nyti.ms/2lnS5x9","","2017-12-28 15:55:00",10151435691905000,227,76,39
"Linda Riveros started painting with her foot at age 7. Ms. Riveros, who was born without arms, says art is a way to express herself and to show the world that there are no limits.

Read more: https://nyti.ms/2ppx1vB","Linda Riveros started painting with her foot at age 7. Ms. Riveros, who was born without arms, says art is a way to express herself and to show the world that there are no limits.

Read more: https://nyti.ms/2ppx1vB","","2017-12-28 05:40:00",1959659294251583,795,54,92
"We take you inside Nike's research lab, where data helps designers understand how athletes like LeBron James move during an NBA game.

This was one of our most-viewed videos on Facebook this year.","We take you inside Nike's research lab, where data helps designers understand how athletes like LeBron James move during an NBA game.

This was one of our most-viewed videos on Facebook this year.","","2017-12-28 04:10:00",1959726394244873,1356,230,359
"North Korea’s founding myths trace back to the country’s rugged peaks, but those mountains also play a pivotal role in the Kim dynasty’s rule.

This was one of our most-viewed videos on Facebook this year.","North Korea’s founding myths trace back to the country’s rugged peaks, but those mountains also play a pivotal role in the Kim dynasty’s rule.

This was one of our most-viewed videos on Facebook this year.","","2017-12-27 23:29:46",1959726550911524,1370,45,288
"Whistler, British Columbia: home to everything from pastry shops to Scandinavian spas to the bobsled track from the 2010 Olympic Games.","Whistler, British Columbia: home to everything from pastry shops to Scandinavian spas to the bobsled track from the 2010 Olympic Games.","","2017-12-27 22:10:00",1959640570920122,2239,603,489
"Over 5 feet of snow has fallen on Erie, Pennsylvania, a huge amount even for a place that’s no stranger to lake-effect snow.","Over 5 feet of snow has fallen on Erie, Pennsylvania, a huge amount even for a place that’s no stranger to lake-effect snow.","","2017-12-27 21:10:00",1959657850918394,1280,243,440
"When Americans think about race, they often think about the experiences of people of color. Tonight, we turn the tables. We’ll be discussing whiteness in America: how and why the racial identity emerged among European settlers here, what it meant to them and what it means to Americans today.

We’ll be joined by John Biewen, the host of Scene On Radio’s “Seeing White’’ podcast, and his regular guest, Chenjerai Kumanyika, an assistant professor of journalism at Rutgers University and the co-host of the Gimlet Media podcast, “Uncivil.” NYT writer Rachel Swarns will take your questions and Mr. Biewen and Mr. Kumanyika will answer some.

Subscribe to the Race/Related newsletter here: nytimes.com/racerelated.","When Americans think about race, they often think about the experiences of people of color. Tonight, we turn the tables. We’ll be discussing whiteness in America: how and why the racial identity emerged among European settlers here, what it meant to them and what it means to Americans today.

We’ll be joined by John Biewen, the host of Scene On Radio’s “Seeing White’’ podcast, and his regular guest, Chenjerai Kumanyika, an assistant professor of journalism at Rutgers University and the co-host of the Gimlet Media podcast, “Uncivil.” NYT writer Rachel Swarns will take your questions and Mr. Biewen and Mr. Kumanyika will answer some.

Subscribe to the Race/Related newsletter here: nytimes.com/racerelated.","","2017-12-27 20:01:58",10151434874400000,849,581,316
"Amadeo García García is the last man to speak his language. We went to find him, deep in the Amazon.

Read more: http://nyti.ms/2Dh6IKf","Amadeo García García is the last man to speak his language. We went to find him, deep in the Amazon.

Read more: http://nyti.ms/2Dh6IKf","","2017-12-26 16:25:00",1959070964310416,3174,208,1227
"Inside the bass's mouth is a system of muscle and bone that resembles the mechanism of an oil rig: http://nyti.ms/2DV6oSk","Inside the bass's mouth is a system of muscle and bone that resembles the mechanism of an oil rig: http://nyti.ms/2DV6oSk","","2017-12-26 14:40:00",140147010028920,675,111,232
"Op-Docs posted an episode of a series.
December 24, 2017 at 1:00 PM ·

A lone piano stands curbside in New York City, and a short documentary chronicles the interactions of passers-by as the piano awaits its fate.","","Op-Docs posted an episode of a series.
December 24, 2017 at 1:00 PM ·

A lone piano stands curbside in New York City, and a short documentary chronicles the interactions of passers-by as the piano awaits its fate.","2017-12-25 14:17:06",206854083192782,7136,625,732
"Billy Crudup explains how he becomes 19 characters in David Cale’s play “Harry Clarke,” which follows a shy Midwesterner as he reinvents himself as a Cockney Englishman.","Billy Crudup explains how he becomes 19 characters in David Cale’s play “Harry Clarke,” which follows a shy Midwesterner as he reinvents himself as a Cockney Englishman.","","2017-12-24 16:40:00",1958141357736710,1185,80,161
"In today's paper, Deliverance From 27,000 Feet: A special section on the desperate and dangerous quest to recover the dead from Mount Everest's icy graveyard. Read the story online here: http://nyti.ms/2DK1Bmu","In today's paper, Deliverance From 27,000 Feet: A special section on the desperate and dangerous quest to recover the dead from Mount Everest's icy graveyard. Read the story online here: http://nyti.ms/2DK1Bmu","","2017-12-24 13:10:00",10151431682570000,44,10,13
"A rich, moist, sweet tart that's prepared almost entirely on the stovetop.

Get the full Mark Bittman recipe: http://nyti.ms/2l39gUD

This was one of our most-viewed videos on Facebook this year.","A rich, moist, sweet tart that's prepared almost entirely on the stovetop.

Get the full Mark Bittman recipe: http://nyti.ms/2l39gUD

This was one of our most-viewed videos on Facebook this year.","","2017-12-23 23:25:00",1727821960595597,3775,359,1184
"Immigration officers rounded up 41,318 undocumented immigrants during Donald J. Trump's first 100 days in office — but he has remained frustrated with the results.

Read more: http://nyti.ms/2BYF8BR","Immigration officers rounded up 41,318 undocumented immigrants during Donald J. Trump's first 100 days in office — but he has remained frustrated with the results.

Read more: http://nyti.ms/2BYF8BR","","2017-12-23 17:24:09",1957780441106135,717,306,343
"Tear gas grenades. Water cannons. Barriers that block escape routes. We investigated a riot-control system used by countries like Venezuela.","Tear gas grenades. Water cannons. Barriers that block escape routes. We investigated a riot-control system used by countries like Venezuela.","","2017-12-23 15:25:00",1957661507784695,2606,553,2931
"It turns out ants are surprisingly good architects. This was one of our most-viewed videos on Facebook this year.","It turns out ants are surprisingly good architects. This was one of our most-viewed videos on Facebook this year.","","2017-12-23 13:19:54",1695505807196105,2466,166,449
