"text","post_text","shared_text","time","video_id","likes","comments","shares"
"Hear the director Rob Marshall and actors Emily Blunt and Lin-Manuel Miranda discuss ""Mary Poppins Returns,"" the sequel to the beloved Disney classic. Leave your questions in the comments and New York Times contributor Logan Hill will ask some.","Hear the director Rob Marshall and actors Emily Blunt and Lin-Manuel Miranda discuss ""Mary Poppins Returns,"" the sequel to the beloved Disney classic. Leave your questions in the comments and New York Times contributor Logan Hill will ask some.","","2018-12-03 20:15:51",297416504220990,391,226,91
"""I don't want it ever to be boys can't cry."" He never had the father he wanted. Now that he's back from war and has a family of his own, he wants to make sure his son doesn’t suffer the same fate.

Read more: https://nyti.ms/2Srj0qF","""I don't want it ever to be boys can't cry."" He never had the father he wanted. Now that he's back from war and has a family of his own, he wants to make sure his son doesn’t suffer the same fate.

Read more: https://nyti.ms/2Srj0qF","","2018-12-03 15:10:00",320686671857542,220,10,0
"A day after protesters torched cars and damaged buildings in the French capital, President Emmanuel Macron surveyed the damage and weighed imposing a state of emergency.

Read more: https://nyti.ms/2rfFXBJ","A day after protesters torched cars and damaged buildings in the French capital, President Emmanuel Macron surveyed the damage and weighed imposing a state of emergency.

Read more: https://nyti.ms/2rfFXBJ","","2018-12-02 17:10:49",2187385901294182,2787,865,0
"The NRA and 2nd amendment rights activists often tout the idea of the ""good guy with a gun,"" the gun-wielding hero who comes in to protect unarmed individuals from a shooter. However, it seems that when that ""good guy"" is black, there’s radio silence— especially when that person is shot and killed by the police after being mistaken for the suspect. That's what happened with the case of a black security guard in Chicago who was killed by officers while responding to a shooting. NYT reporter John Eligon is live with Alfonso Carter, vice president of the Black Arms Gun Club, an organization in Florida that supports black gun owners, discussing this issue. Leave your thoughts and questions in the comments and he will ask some.","The NRA and 2nd amendment rights activists often tout the idea of the ""good guy with a gun,"" the gun-wielding hero who comes in to protect unarmed individuals from a shooter. However, it seems that when that ""good guy"" is black, there’s radio silence— especially when that person is shot and killed by the police after being mistaken for the suspect. That's what happened with the case of a black security guard in Chicago who was killed by officers while responding to a shooting. NYT reporter John Eligon is live with Alfonso Carter, vice president of the Black Arms Gun Club, an organization in Florida that supports black gun owners, discussing this issue. Leave your thoughts and questions in the comments and he will ask some.","","2018-11-30 14:35:20",311916562747748,261,198,130
"Will Nancy Pelosi retain her speakership? What will the new freshman class mean for the future of congress? New York Times congressional reporter, Julie Hirshfeld Davis, is live answering your questions about what's next for the U.S. House of representatives. Leave your questions in the comments and she'll answer some of them.","Will Nancy Pelosi retain her speakership? What will the new freshman class mean for the future of congress? New York Times congressional reporter, Julie Hirshfeld Davis, is live answering your questions about what's next for the U.S. House of representatives. Leave your questions in the comments and she'll answer some of them.","","2018-11-30 11:01:37",2366456393581902,204,248,50
"In his recent essay in The Players’ Tribune “Everyone is Going Through Something,” Cleveland Cavaliers player Kevin Love shared a side of himself few fans ever see, detailing a panic attack he suffered during a critical game. In the months since, he’s become an advocate for mental health in sports culture, mindfulness and meditation. Join Love as he talks with ""Sports of The Times"" columnist Juliet Macur about overcoming anxiety and depression. This event is the latest edition of Get With The Times and will be broadcast live from Tufts University.","In his recent essay in The Players’ Tribune “Everyone is Going Through Something,” Cleveland Cavaliers player Kevin Love shared a side of himself few fans ever see, detailing a panic attack he suffered during a critical game. In the months since, he’s become an advocate for mental health in sports culture, mindfulness and meditation. Join Love as he talks with ""Sports of The Times"" columnist Juliet Macur about overcoming anxiety and depression. This event is the latest edition of Get With The Times and will be broadcast live from Tufts University.","","2018-11-29 15:30:00",301809267209668,693,116,254
"We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","","2018-11-29 13:01:13",532275923849681,203,981,39
"What happens when a Muslim woman in a hijab gets behind the wheel in the United States? All too often, these women say they endure hateful epithets from drivers and face terrifying incidents of road rage. Join our live conversation with Sarah Sakinah Abdullah, who has been targeted on the road, and HuffPost reporter Rowaida Abdelaziz as they discuss the experience of driving while wearing a hijab with New York Times writers Rachel Swarns and John Eligon. Leave your thoughts and questions in the comments.","What happens when a Muslim woman in a hijab gets behind the wheel in the United States? All too often, these women say they endure hateful epithets from drivers and face terrifying incidents of road rage. Join our live conversation with Sarah Sakinah Abdullah, who has been targeted on the road, and HuffPost reporter Rowaida Abdelaziz as they discuss the experience of driving while wearing a hijab with New York Times writers Rachel Swarns and John Eligon. Leave your thoughts and questions in the comments.","","2018-11-28 21:00:42",1940283062727863,221,253,125
"Join us live as the filmmaker Barry Jenkins and the composer Nicholas Britell as they discuss their new film “If Beale Street Could Talk,"" based on the James Baldwin novel of the same name. Leave your questions in the comments and New York Times contributor Logan Hill will ask some.","Join us live as the filmmaker Barry Jenkins and the composer Nicholas Britell as they discuss their new film “If Beale Street Could Talk,"" based on the James Baldwin novel of the same name. Leave your questions in the comments and New York Times contributor Logan Hill will ask some.","","2018-11-28 20:33:45",206476840265589,161,48,54
"Senator Jeff Flake, a crucial swing vote on Brett Kavanaugh, demanded an FBI inquiry before a final vote, as a Senate panel advanced his nomination.

Read our the latest here: https://nyti.ms/2Nacjq6","Senator Jeff Flake, a crucial swing vote on Brett Kavanaugh, demanded an FBI inquiry before a final vote, as a Senate panel advanced his nomination.

Read our the latest here: https://nyti.ms/2Nacjq6","","2018-09-28 15:01:01",707014319656694,2060,311,142
"Not long after Senator Jeff Flake announced that he would support Judge Brett Kavanaugh, 2 sexual assault survivors confronted him. Here’s what they told him.

Read more: https://nyti.ms/2QhhyGq","Not long after Senator Jeff Flake announced that he would support Judge Brett Kavanaugh, 2 sexual assault survivors confronted him. Here’s what they told him.

Read more: https://nyti.ms/2QhhyGq","","2018-09-28 13:10:00",172273830352719,4106,605,1265
"Join us as we discuss the explosive Brett Kavanaugh hearings through the lens of the Anita Hill hearings of 1991. What has changed? What hasn't? And has race played a role? Kate Zernike, NYT Politics correspondent, will discuss her recent reporting on the issue, and NYT writer Rachel Swarns will bring you into the conversation. Subscribe to our Race/Related newsletter: https://nyti.ms/2IOiIpf","Join us as we discuss the explosive Brett Kavanaugh hearings through the lens of the Anita Hill hearings of 1991. What has changed? What hasn't? And has race played a role? Kate Zernike, NYT Politics correspondent, will discuss her recent reporting on the issue, and NYT writer Rachel Swarns will bring you into the conversation. Subscribe to our Race/Related newsletter: https://nyti.ms/2IOiIpf","","2018-09-28 13:08:11",341114499968710,328,436,66
"Powerful testimony. Heated exchanges. Vehement defenses. Here’s a recap of the Senate Judiciary Committee hearing for Dr. Christine Blasey Ford and Judge Brett Kavanaugh.

Read more: https://nyti.ms/2xKz7aW","Powerful testimony. Heated exchanges. Vehement defenses. Here’s a recap of the Senate Judiciary Committee hearing for Dr. Christine Blasey Ford and Judge Brett Kavanaugh.

Read more: https://nyti.ms/2xKz7aW","","2018-09-28 12:25:00",884276528428470,510,160,123
"Planning a trip to Paris? Instead of a typical hotel, why not try one of the tucked-away Belle Epoque mansions turned hotels? Travel reporter Amy Tara Koch is live from Hotel Vernet with a tour of the converted space. If you have any questions, leave them in the comments and she will answer some.","Planning a trip to Paris? Instead of a typical hotel, why not try one of the tucked-away Belle Epoque mansions turned hotels? Travel reporter Amy Tara Koch is live from Hotel Vernet with a tour of the converted space. If you have any questions, leave them in the comments and she will answer some.","","2018-09-28 11:19:19",153492542259179,395,212,147
"Join U.S. Senator Bernie Sanders and Alex Burns, NYT Politics correspondent, for a conversation about the upcoming midterm elections, what's at stake for students and the power of voting. This event is the latest edition of Get With The Times and will be broadcast live from the University of Maryland. Tune in!","Join U.S. Senator Bernie Sanders and Alex Burns, NYT Politics correspondent, for a conversation about the upcoming midterm elections, what's at stake for students and the power of voting. This event is the latest edition of Get With The Times and will be broadcast live from the University of Maryland. Tune in!","","2018-09-28 10:29:12",1459234387542100,1694,2028,1365
"At the #NYTnewrules summit:

""What you're seeing today is like this phantom ghost of the before #MeToo movement and you're seeing this sort of scary figure of what every single one of us goes through every day,"" Amber Tamblyn said of the Kavanaugh hearing. https://nyti.ms/2QdZw7Q","At the #NYTnewrules summit:

""What you're seeing today is like this phantom ghost of the before #MeToo movement and you're seeing this sort of scary figure of what every single one of us goes through every day,"" Amber Tamblyn said of the Kavanaugh hearing. https://nyti.ms/2QdZw7Q","","2018-09-28 00:40:00",489410671556955,409,30,78
"Selfie videos, male sexuality and filming young women. These themes appear in the videos and writings of Mark Judge that The Times reviewed, revealing a partial portrait of a key figure in the sexual assault accusations against Judge Brett Kavanaugh.

Read more: https://nyti.ms/2IpbadG","Selfie videos, male sexuality and filming young women. These themes appear in the videos and writings of Mark Judge that The Times reviewed, revealing a partial portrait of a key figure in the sexual assault accusations against Judge Brett Kavanaugh.

Read more: https://nyti.ms/2IpbadG","","2018-09-27 20:40:00",419639985229186,708,131,384
"At the #NYTnewrules summit, Wade Davis spoke of men's role as allies:

""Here's what men don't get about the #MeToo movement – it's not about women, it's about us. Women are laying themselves bare for us to wake up,"" Wade Davis said.","At the #NYTnewrules summit, Wade Davis spoke of men's role as allies:

""Here's what men don't get about the #MeToo movement – it's not about women, it's about us. Women are laying themselves bare for us to wake up,"" Wade Davis said.","","2018-09-27 20:10:01",1109078959269463,414,36,83
"""You may defeat me in the final vote, but you'll never get me to quit."" Judge Brett Kavanaugh delivered a vehement denial of the sexual assault allegation against him in his opening statement to the Senate Judiciary Committee.

Our live briefing: https://nyti.ms/2xKz7aW","""You may defeat me in the final vote, but you'll never get me to quit."" Judge Brett Kavanaugh delivered a vehement denial of the sexual assault allegation against him in his opening statement to the Senate Judiciary Committee.

Our live briefing: https://nyti.ms/2xKz7aW","","2018-09-27 18:12:17",1813493412080975,490,1072,178
"Senator Lindsey Graham said he was ""really upset"" after the testimony of Dr. Christine Blasey Ford and blasted his Democratic colleagues. Here are his remarks.

Our live briefing: https://nyti.ms/2xKz7aW","Senator Lindsey Graham said he was ""really upset"" after the testimony of Dr. Christine Blasey Ford and blasted his Democratic colleagues. Here are his remarks.

Our live briefing: https://nyti.ms/2xKz7aW","","2018-09-27 17:40:00",1362828323854740,421,1547,164
"3 women. 3 different sexual assault accusations against the same man: Judge Brett Kavanaugh. Here are their allegations and what he's said about them.

Read more: https://nyti.ms/2Il3okR","3 women. 3 different sexual assault accusations against the same man: Judge Brett Kavanaugh. Here are their allegations and what he's said about them.

Read more: https://nyti.ms/2Il3okR","","2018-09-27 16:15:35",1112612572230928,541,201,104
"""The uproarious laughter between the 2."" Dr. Christine Blasey Ford told senators what her most powerful memory was of the sexual assault she has accused Judge Brett Kavanaugh of committing.

Our live briefing: https://nyti.ms/2xKz7aW","""The uproarious laughter between the 2."" Dr. Christine Blasey Ford told senators what her most powerful memory was of the sexual assault she has accused Judge Brett Kavanaugh of committing.

Our live briefing: https://nyti.ms/2xKz7aW","","2018-09-27 15:13:00",2154323611498530,252,119,71
"At the #nytnewrules summit:

Amidst the rapid changes that #MeToo has provoked, there are new challenges to gender dynamics at work — some promising, and some alarming. Michael Ian Black and Wade Davis join New York Times Editor Jodi Rudoren to discuss what men can do to play a full role in this moment of opportunity.","At the #nytnewrules summit:

Amidst the rapid changes that #MeToo has provoked, there are new challenges to gender dynamics at work — some promising, and some alarming. Michael Ian Black and Wade Davis join New York Times Editor Jodi Rudoren to discuss what men can do to play a full role in this moment of opportunity.","","2018-09-27 14:42:49",1934417606652696,211,177,56
"""I am here because I believe it is my civic duty to tell you what happened to me while Brett Kavanaugh and I were in high school."" Watch Dr. Christine Blasey Ford's opening statement.

Follow our live updates: https://nyti.ms/2OYTfwU","""I am here because I believe it is my civic duty to tell you what happened to me while Brett Kavanaugh and I were in high school."" Watch Dr. Christine Blasey Ford's opening statement.

Follow our live updates: https://nyti.ms/2OYTfwU","","2018-09-27 13:10:00",2710292595663696,4694,479,781
"At the #nytnewrules summit:

""It's one thing for our President to attack women on Twitter and in the news and dismiss them, it's another thing to see so many Republican men, United States senators, fall in line,"" Cecile Richards, the former president of Planned Parenthood, said in a discussion on the Kavanaugh hearing.","At the #nytnewrules summit:

""It's one thing for our President to attack women on Twitter and in the news and dismiss them, it's another thing to see so many Republican men, United States senators, fall in line,"" Cecile Richards, the former president of Planned Parenthood, said in a discussion on the Kavanaugh hearing.","","2018-09-27 11:44:13",2323525064584131,506,77,65
"Christine Blasey Ford is testifying about her sexual assault claim against Judge Brett Kavanaugh in a momentous Senate hearing.

At the #nytnewrules summit, Samantha Bee (Full Frontal with Samantha Bee) and Cecile Richards are joining NYT editor Monica Drake to discuss the historic hearing, #MeToo and this moment in American history.","Christine Blasey Ford is testifying about her sexual assault claim against Judge Brett Kavanaugh in a momentous Senate hearing.

At the #nytnewrules summit, Samantha Bee (Full Frontal with Samantha Bee) and Cecile Richards are joining NYT editor Monica Drake to discuss the historic hearing, #MeToo and this moment in American history.","","2018-09-27 10:20:19",271292193492061,486,371,82
"President Trump said that he rejected a meeting with the Canadian Prime Minister Justin Trudeau, complained that Canada’s tariffs were too high and said that “we don’t like their representative very much.”","President Trump said that he rejected a meeting with the Canadian Prime Minister Justin Trudeau, complained that Canada’s tariffs were too high and said that “we don’t like their representative very much.”","","2018-09-27 07:40:00",184244852474917,945,1310,744
"President Trump remarked that the deputy attorney general, Rod Rosenstein, denied allegations that he planned to invoke the 25th amendment to remove President Trump from office.

Read more: https://nyti.ms/2QbCMWd","President Trump remarked that the deputy attorney general, Rod Rosenstein, denied allegations that he planned to invoke the 25th amendment to remove President Trump from office.

Read more: https://nyti.ms/2QbCMWd","","2018-09-27 00:10:00",471436833369328,80,100,19
"President Trump assailed the allegations against Judge Brett Kavanaugh a day before the woman who has accused the Supreme Court nominee of sexual assault is scheduled to testify before the Senate Judiciary Committee.

Read more: https://nyti.ms/2QaTSDt","President Trump assailed the allegations against Judge Brett Kavanaugh a day before the woman who has accused the Supreme Court nominee of sexual assault is scheduled to testify before the Senate Judiciary Committee.

Read more: https://nyti.ms/2QaTSDt","","2018-09-26 22:25:00",1874030235997015,113,277,44
"How is Hollywood really changing when it comes to diversity and gender equity? Join Emmy award winning actress and activist America Ferrera in conversation with gender editor Jessica Bennett to discuss representation on and off screen and her role in the Time's Up movement.","How is Hollywood really changing when it comes to diversity and gender equity? Join Emmy award winning actress and activist America Ferrera in conversation with gender editor Jessica Bennett to discuss representation on and off screen and her role in the Time's Up movement.","","2018-09-26 20:38:33",143796979906580,352,274,69
"Melinda Gates joins The New York Times Opinion Section columnist Nicholas Kristof at the New Rules Summit to discuss why she’s promoting gender equity for women and girls around the globe.","Melinda Gates joins The New York Times Opinion Section columnist Nicholas Kristof at the New Rules Summit to discuss why she’s promoting gender equity for women and girls around the globe.","","2018-09-26 19:18:36",686822868350319,616,444,331
"During a Fox News interview, Judge Kavanaugh rebutted claims of sexual abuse. But some are questioning his characterization of his high school and college years.

Read more: https://nyti.ms/2xDXRl4","During a Fox News interview, Judge Kavanaugh rebutted claims of sexual abuse. But some are questioning his characterization of his high school and college years.

Read more: https://nyti.ms/2xDXRl4","","2018-09-26 11:55:00",331659670936602,271,223,89
"Bill Cosby was sentenced Tuesday to 3 to 10 years in state prison after being found guilty of sexually assaulting a woman named Andrea Constand almost 15 years ago, the latest legal retribution in the era of #MeToo. New York Times culture reporter Graham Bowley is live to explain the trial and sentencing, and to answer your questions.","Bill Cosby was sentenced Tuesday to 3 to 10 years in state prison after being found guilty of sexually assaulting a woman named Andrea Constand almost 15 years ago, the latest legal retribution in the era of #MeToo. New York Times culture reporter Graham Bowley is live to explain the trial and sentencing, and to answer your questions.","","2018-09-25 17:59:58",2121214411461185,371,375,48
"""I'm not going to follow any orders unless I believe those are lawful and appropriate orders."" Here's how Rod Rosenstein has defended Robert Mueller against attacks from Donald J. Trump.

Read more: https://nyti.ms/2MZbGQ4","""I'm not going to follow any orders unless I believe those are lawful and appropriate orders."" Here's how Rod Rosenstein has defended Robert Mueller against attacks from Donald J. Trump.

Read more: https://nyti.ms/2MZbGQ4","","2018-09-25 10:42:19",288070045154666,525,114,90
"Kai-Fu Lee, former Google China CEO, writer, venture capitalist and innovator is live with Rebecca Blumenstein, New York Times deputy managing editor answering your questions and discussing his new book, “A.I. Superpowers: China, Silicon Valley, and the New World Order.” This conversation is part of a live event, hosted by The New York Times subscriber events. Visit timesevents.nytimes.com for more events in your area. #TimesEvents.","Kai-Fu Lee, former Google China CEO, writer, venture capitalist and innovator is live with Rebecca Blumenstein, New York Times deputy managing editor answering your questions and discussing his new book, “A.I. Superpowers: China, Silicon Valley, and the New World Order.” This conversation is part of a live event, hosted by The New York Times subscriber events. Visit timesevents.nytimes.com for more events in your area. #TimesEvents.","","2018-09-24 18:08:17",2385707478123171,282,137,81
"“I am with him all the way.” President Donald J. Trump reaffirmed his defense of Judge Brett Kavanaugh as the Supreme Court nominee faces sexual assault allegations.

Read more of our Kavanaugh coverage: https://nyti.ms/2pwiyej","“I am with him all the way.” President Donald J. Trump reaffirmed his defense of Judge Brett Kavanaugh as the Supreme Court nominee faces sexual assault allegations.

Read more of our Kavanaugh coverage: https://nyti.ms/2pwiyej","","2018-09-24 12:24:52",717904905268828,318,1119,150
"A tweet defending Judge Brett Kavanaugh against the sexual assault accusation briefly rattled Washington. We look at the man behind the bizarre theory.

Read more: https://nyti.ms/2OGdZZW","A tweet defending Judge Brett Kavanaugh against the sexual assault accusation briefly rattled Washington. We look at the man behind the bizarre theory.

Read more: https://nyti.ms/2OGdZZW","","2018-09-21 23:55:00",2152193221498100,128,143,67
"New York Times contributor Logan Hill is live in conversation with the actors Robert Redford, Sissy Spacek and the writer-director David Lowery after an advance screening of the new crime drama “The Old Man & the Gun."" Leave your questions in the comments and Hill will ask some.","New York Times contributor Logan Hill is live in conversation with the actors Robert Redford, Sissy Spacek and the writer-director David Lowery after an advance screening of the new crime drama “The Old Man & the Gun."" Leave your questions in the comments and Hill will ask some.","","2018-09-21 20:38:23",540863329671403,365,274,88
"In “Assassination Nation,” a town is plunged into chaos when the data of some of its residents are leaked online. This sequence captures a break-in by masked burglars that comes as a result of the anger from the hacks.

Read our review of the film here: https://nyti.ms/2Nt1pAS","In “Assassination Nation,” a town is plunged into chaos when the data of some of its residents are leaked online. This sequence captures a break-in by masked burglars that comes as a result of the anger from the hacks.

Read our review of the film here: https://nyti.ms/2Nt1pAS","","2018-09-21 15:10:00",2068181253212764,215,16,51
"Don’t miss the @Kevin Hart and @Tiffany Haddish as they riff on their creative process, unusual roads to fame and how their brand of comedy is a cultural hit with generations both young and old moderated by New York Times Magazine staff editor Jazmin Hughes. If you have any questions, leave them in the comments and Hughes will ask some.","Don’t miss the @Kevin Hart and @Tiffany Haddish as they riff on their creative process, unusual roads to fame and how their brand of comedy is a cultural hit with generations both young and old moderated by New York Times Magazine staff editor Jazmin Hughes. If you have any questions, leave them in the comments and Hughes will ask some.","","2018-09-20 20:17:24",304825050295270,431,252,120
"New York Times Big City columnist Ginia Bellafante is live with the actor @DavidDuchovnyOfficial answering your questions about his career and new novel, “Miss Subways,” at the New York Transit Museum. This conversation is part of a Big City Book Club live event, hosted by The New York Times subscriber events. Visit timesevents.nytimes.com for more events in your area. #TimesEvents.","New York Times Big City columnist Ginia Bellafante is live with the actor @DavidDuchovnyOfficial answering your questions about his career and new novel, “Miss Subways,” at the New York Transit Museum. This conversation is part of a Big City Book Club live event, hosted by The New York Times subscriber events. Visit timesevents.nytimes.com for more events in your area. #TimesEvents.","","2018-09-20 18:19:26",327197268029269,444,321,76
"We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant crossword puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","We’re solving The New York Times crossword puzzle. Wordplay columnist Deb Amlen and assistant crossword puzzles editor Sam Ezersky are here with hints and encouragement. Put your guesses in the comments. New to crosswords? Follow our guide: http://nyti.ms/2Bwui49","","2018-09-20 13:01:04",1854547471298556,251,982,38
"Judge Brett Kavanaugh has publicly shared his fond memories of drinking and partying in his youth. Those remarks are now facing scrutiny since he’s been accused of sexual assault.

Read more: https://nyti.ms/2QMwI7N","Judge Brett Kavanaugh has publicly shared his fond memories of drinking and partying in his youth. Those remarks are now facing scrutiny since he’s been accused of sexual assault.

Read more: https://nyti.ms/2QMwI7N","","2018-09-20 10:13:10",298171474328873,482,257,159
"The aftermath of Hurricane Florence has left many parts of North Carolina inundated from floods caused by heavy rains. Our drone captures the scope of the damage.

Read more: https://nyti.ms/2DmKNGq","The aftermath of Hurricane Florence has left many parts of North Carolina inundated from floods caused by heavy rains. Our drone captures the scope of the damage.

Read more: https://nyti.ms/2DmKNGq","","2018-09-19 21:25:01",237332820268536,167,41,255
"You just heard a racist comment from a friend, a relative, a co-worker, a stranger: What do you you do? Do you speak up? Are you stunned into silence? Join our live conversation with Will Walker, a white college student in Santa Barbara, Ca., and Janis Middleton, a black woman who works in advertising in Atlanta, who both responded to our recent call-out asking readers what they do in these situations. Leave your thoughts and questions in the comments and NYT writer Rachel Swarns will bring you into the conversation. Subscribe to our Race/Related newsletter: https://nyti.ms/2IOiIpf","You just heard a racist comment from a friend, a relative, a co-worker, a stranger: What do you you do? Do you speak up? Are you stunned into silence? Join our live conversation with Will Walker, a white college student in Santa Barbara, Ca., and Janis Middleton, a black woman who works in advertising in Atlanta, who both responded to our recent call-out asking readers what they do in these situations. Leave your thoughts and questions in the comments and NYT writer Rachel Swarns will bring you into the conversation. Subscribe to our Race/Related newsletter: https://nyti.ms/2IOiIpf","","2018-09-19 21:00:15",307226059860345,536,680,131
"“If she shows up, that would be wonderful.” President Trump suggested that he was eager to hear from Christine Blasey Ford, the university professor who has accused Judge Brett Kavanaugh of sexually assaulting her.

Read more: https://nyti.ms/2Nl8PWJ","“If she shows up, that would be wonderful.” President Trump suggested that he was eager to hear from Christine Blasey Ford, the university professor who has accused Judge Brett Kavanaugh of sexually assaulting her.

Read more: https://nyti.ms/2Nl8PWJ","","2018-09-19 17:10:00",325967697980188,148,484,50
"How does President Trump’s defense of Judge Brett Kavanaugh compare with his remarks on other powerful men accused of sexual assault? Our video looks at what Trump has said in the past.

Read more: https://nyti.ms/2Nl8PWJ","How does President Trump’s defense of Judge Brett Kavanaugh compare with his remarks on other powerful men accused of sexual assault? Our video looks at what Trump has said in the past.

Read more: https://nyti.ms/2Nl8PWJ","","2018-09-19 14:25:00",243757849816264,278,210,210
"""I feel so badly for him.” President Trump reaffirmed his defense of his Supreme Court nominee, Judge Brett Kavanaugh, who has been accused of sexual assault.

Read more: https://nyti.ms/2OBjWaK","""I feel so badly for him.” President Trump reaffirmed his defense of his Supreme Court nominee, Judge Brett Kavanaugh, who has been accused of sexual assault.

Read more: https://nyti.ms/2OBjWaK","","2018-09-18 19:25:00",453879408434229,229,743,87
"The insect-eating Venus flytrap only clamps its leaves shut after trigger hairs are tripped 2 times within about 20 seconds. Even more impressive: The plant doesn't have nerves.

Find out more in this 2016 episode of ScienceTake: https://nyti.ms/2NQdS0Q","The insect-eating Venus flytrap only clamps its leaves shut after trigger hairs are tripped 2 times within about 20 seconds. Even more impressive: The plant doesn't have nerves.

Find out more in this 2016 episode of ScienceTake: https://nyti.ms/2NQdS0Q","","2018-09-18 18:55:00",300598657190206,224,39,67
"""Game of Thrones"" stormed the 70th Primetime Emmy Awards, winning best drama for the third time in the past 4 years. Here are the best moments from the show.

Read the complete list of winners: https://nyti.ms/2NldTKx","""Game of Thrones"" stormed the 70th Primetime Emmy Awards, winning best drama for the third time in the past 4 years. Here are the best moments from the show.

Read the complete list of winners: https://nyti.ms/2NldTKx","","2018-09-18 11:40:00",466247233888623,1308,51,83
"A flooded gas station. Front yards filled with water. Videos and photos show the toll of the hurricane-force winds and heavy rains across North Carolina.

Read more: https://nyti.ms/2OzgXzk","A flooded gas station. Front yards filled with water. Videos and photos show the toll of the hurricane-force winds and heavy rains across North Carolina.

Read more: https://nyti.ms/2OzgXzk","","2018-09-17 21:25:00",474279726403829,1430,328,4597
"“He’s very much on track.” President Trump defended Judge Brett Kavanaugh amid the sexual assault allegation against the Supreme Court nominee.

Read more: https://nyti.ms/2NRcU4r","“He’s very much on track.” President Trump defended Judge Brett Kavanaugh amid the sexual assault allegation against the Supreme Court nominee.

Read more: https://nyti.ms/2NRcU4r","","2018-09-17 18:40:00",2171566939798721,181,634,59
"As Typhoon Mangkhut moved toward southern China, the search for survivors started in the Philippines, where landslides had buried dozens and the death toll was rising sharply.

Follow our updates: https://nyti.ms/2pcln4i","As Typhoon Mangkhut moved toward southern China, the search for survivors started in the Philippines, where landslides had buried dozens and the death toll was rising sharply.

Follow our updates: https://nyti.ms/2pcln4i","","2018-09-17 17:25:00",264637964174204,559,48,335
"In 1982, a mysterious killer spiked Tylenol with cyanide. Savvy PR decisions are credited with saving the company. Retro Report looked at how Tylenol made a comeback.

Read more: https://nyti.ms/2pgk300","In 1982, a mysterious killer spiked Tylenol with cyanide. Savvy PR decisions are credited with saving the company. Retro Report looked at how Tylenol made a comeback.

Read more: https://nyti.ms/2pgk300","","2018-09-17 15:40:00",1006596896179398,763,71,245
"On the internet, we can vicariously consume more stuff than we could ever actually buy. Are unboxing videos eliminating a desire, or creating one?

Watch more Internetting: https://nyti.ms/2xrbovx","On the internet, we can vicariously consume more stuff than we could ever actually buy. Are unboxing videos eliminating a desire, or creating one?

Watch more Internetting: https://nyti.ms/2xrbovx","","2018-09-17 12:26:00",243765799675183,422,73,141
"As the storm moved toward southern China, the search for survivors started in the Philippines, where the death toll could surpass 100.

Read more: https://nyti.ms/2xfF0N7","As the storm moved toward southern China, the search for survivors started in the Philippines, where the death toll could surpass 100.

Read more: https://nyti.ms/2xfF0N7","","2018-09-16 21:10:00",2247369998826418,899,112,664
"Typhoon Mangkhut, which meteorologists called the most powerful storm in the world this year, swept through the northern end of the Philippine island of Luzon.

Read more here: https://nyti.ms/2Opkqk3","Typhoon Mangkhut, which meteorologists called the most powerful storm in the world this year, swept through the northern end of the Philippine island of Luzon.

Read more here: https://nyti.ms/2Opkqk3","","2018-09-15 18:10:00",387484851787964,419,63,396
"North Carolina has suffered record rainfall, floods and deaths from Florence, which made landfall as a Category 1 hurricane and was downgraded to a tropical storm hours later. See what the powerful storm looks like from land and from space.

Read more: https://nyti.ms/2pbiel5","North Carolina has suffered record rainfall, floods and deaths from Florence, which made landfall as a Category 1 hurricane and was downgraded to a tropical storm hours later. See what the powerful storm looks like from land and from space.

Read more: https://nyti.ms/2pbiel5","","2018-09-15 17:41:03",298770697586472,1744,566,5586
"Climate change has helped cause some of the most devastating hurricanes in recent years. But how? Our reporter explains.

Your Hurricane Florence questions answered: https://nyti.ms/2CZyPlF","Climate change has helped cause some of the most devastating hurricanes in recent years. But how? Our reporter explains.

Your Hurricane Florence questions answered: https://nyti.ms/2CZyPlF","","2018-09-15 07:55:00",259234638257748,807,107,529
"Florence, now a tropical storm, dumped heavy rains on parts of North and South Carolina. Here's what it looks like from the coast and from space.

Follow our live updates: https://nyti.ms/2p72Bev","Florence, now a tropical storm, dumped heavy rains on parts of North and South Carolina. Here's what it looks like from the coast and from space.

Follow our live updates: https://nyti.ms/2p72Bev","","2018-09-14 20:25:00",2096617177320995,587,67,363
